Text,Target
minimal script minimal character development minimal steady camera maximum stretch scene maximum headache induce jerky zoom maximum character walk around in the wood do nothing up until the time flash on the screen of pm you can fast forward and miss nothing since there be three hunter who we know nothing about do nothing to be fair the movie do have some string music that be interest so perhaps a music video would have be the way to go with this unfortunately that be not to be and what should have be a twenty minute short be stretch beyond belief forget about trigger man i know i be try to merk,negative
a wonderful film ahead of it timei think so in the eighty it be all about win greed be good remember that one i have see this film more that time to me this be a real desert island film i keep watch because there be always something more to learn about these flawed character that i just love jessica tandy and hume cronin be simply wonderfulalso beverly dangelo beau bridge come in at a close second dont get me wrong there be many more great performance in this film and it be also the way it be write that make it for me and i hope you a film that you will want to see over and over i think tv show like northen exposure and now earl owe a lot to this film but remember it be not a tom cruise film,positive
it get switch off before the opening credit have even finish appear the first joke be just so appallingly lame and dreadfully act that it have to go you shouldnt really decide to watch this base on my review or not i saw so little of it i shouldnt even really be comment but suddenly it all become clear why the video shop guy be snigger at u pay money to see it.couldnt they have just make earnest do dallas,positive
this be one of the more unromantic movie i have ever seen.casting richard gere be just too old look for romantic lead role anymore diane look a bit eager to please and frown as usual but she seem unconvinced by the romance herself support cast not too memorable.story the medical drama he have to deal with be unconvincing and be not interest the story be weak not enough happen to make a movie about there be nothing new to say or no new way to say it here the setting be a little bleak and the house it be set in be unattractive not destine to be a great one to remember,neutral
only light spoiler in here steal sinatra be a halfslapstick comedy about dimwit kidnapper dimwit victim and a few other sidestories throw in to eat up some time.you will see some poor performance all around in this movie the drama be force and the humor make no sense whether youre watch the kidnapper threaten the victim who wont shut up or a victim father respond to the criminal death threat with care for some tea none of it be believable this quite comfortably fit into the wannabe movie category.you will also be listen to a repetitive goofy music track throughout pretty much the entire movie it quite unprofessional and add nothing it really just a sad attempt at make an achingly unfunny movie seem somewhat witty.however if youre able to look past all of this and suspend a lot of disbelief you might be entertain by the adequate storyline.i vote,negative
yes this be one of those movie so terrible so insipid so trite that you will not be able to stop laughing i have watch comedy good comedy and laugh less than my wife and i laugh at this movie the other comment give the idea well enough the character be so unpleasant you cheer the rat on the effect be so poorly do you wonder whose elementary school art class be in charge the act oh the acting talk about tired dialogue and embarrass pauses.but the rat yes the big rat why we didnt get to see the rat until the end rather surprise me often the big one isnt show until the end because the budget be limited and good effect chew up so much money i surmise however that in this case the big rat be hide until the end because the filmmaker be ashamed that the best they have be a guy run around dress up like a woodchuck with thirdworld dentistry.the most sublime part of the whole movie be the elevator scene after figure out that the rat couldnt stand loud noise migraine from the bad act the main dude rig up a fire alarm to send the rat into a frenzy if youve ever want to see a pair of rat waltz while blood squirt out of their head like a geyser this film be for you really you need to rent it and see for yourself.but not for more than â¢ ok,positive
well where do i begin my story i go to this movie tonight with a few friend not know more than the actor that be in it and that it be suppose to be a horror movie.well i figure out within the first minute what a poor decision i have make go out see this movie the plot be crap and so be the script the line be horrible to the point that people in the audience be laugh hysterically.the cast couldnt have be more plastic look even some of the scene seem like they should have be make much quicker ... like they drag on for no particular reason very poor editing.all in all this movie be a giant waste of time and money boo,negative
this be one of my favorite betty white and leslie neilson sparkle in this romantic comedy one be a business executive who reevaluate life base on the expectation of her death within a year the other be a playboy who have tire of golddigging young woman and seek a relationship with a vital mature woman if youve get silver in your hair and/or romance in your heart microwave the popcorn curl up with your honey and prepare yourself for a treat,positive
follow directly from where the story leave off in part one the second half which set about tell the inevitable downfall and much more grim side of the man legacy be exactly a such in direct contrast to the first feature part two represent a shift from che the pride and glory of a revolutionised country to cheâ—struggling liberator of a country to which he have no previous tie the change of set isnt just aesthetic from the autumn and spring grey of the woodland come a change of tone and heart to the feature replace the optimism of the predecessor with a cynical battered and uised reality align to an all new struggle yet a che would go on to say himselfâ—such a struggle be best told exactly a thatâ—a struggle while part one certainly help document that initial surge to power that the revolutionary guerrilla acquire through just that part two take a much more refined callous and bleak segment of ches life and ambition and give it an assertive portrayal that be both poignant and tragic in a tangible easy to grasp manner.while the movie tone in some regard do stray off and differ quite drastically from part one however there still remain that same document approach take a month ago that avoids melodrama and faication as much a possible this somewhat distant cold approach to tell ches story and struggle will no doubt turn some viewer off indeed i still remain reserved about whether or not the feature itself should have be name after one manâ—if anything the entirety of che take a a whole delivers a tale that go beyond mere biography and instead document a man struggle alongside those who help carry him along the way by no mean do soderbergh try to paint a humanistic portrait here akin to what hirschbiegel do with der untergang half a decade ago excuse the ironic contrast che be a slow moving reserve and meditative approach to tell a history lesson that just happen to be narrate by the one man who â–arguably conduct the whole thing.yet by move from the lush green landscape of cuba and retreat to the bleak decay backdrop of bolivia for part two the story do inevitably take on a distinctly contrast tone that doesnt feel too disjoint from it predecessor but do enough to give it it own reference point here the basic structure of part one be echo backâ—theres the initial struggle the battle the fall comrade and the recruiting of those to replace them all the while we see some glimpse of the man behind the movement yet a anyone with the vague idea of the actual history behind the feature will know part two be destine to end on a much more underwhelming and disquiet note this difference in combination with the similarity to part one make a compelling and memorable whole by all mean both could be digest one their own and kudos to soderbergh for achieve a such and enjoy a they be but take a one statement che delivers exactly what it set out to achieve.indeed everything that make part one the treat that it be one month prior be still evident here from the subtle yet engross performance from the central cast to the slow building realistically structure combat scenesâ—the drama inherent to the character on screen be just a vague and indiscernible but with a feature such a this part two once again prove that avoid such element dont necessarily hurt a film when there be enough plot and reflection on other element to keep the viewer engage in fact upon write this review i be at odds a to whether or not to simply add a paragraph or two to my initial review for part one and title the review a a whole yet i felt that to do so would only serve to disillusion those who may sit down to watch the entirety of both film consecutively.with that say i can not rightfully decree whether or not che hold up to the task of engage an audience for it sprawl four hour plus runtime but upon view both segment i can at least attest to each part ability to do just that with a reflective intricate screenplay combine with endlessly mesmerise photography and nuanced performance that do justice to the movie character without draw attention to themselves che part two be every bit a compelling and rewarding a it predecessor but this time with a tragic but uplifting reaffirming conclusion fit for the history page of film a review by jamie robert ward http //www.invocus.net,positive
sometimes it hard to be a pirate ............... but by golly miss jean peter have a lot of fun try and it showsparticularly during her first spot of friendly swordplay with blackbeard mr thomas gomez eminently hissable when the sheer joy of performing be plain on her face with fifty year of hindsight feminist seem intent on grab this movie a some sort of an anthem for the empowerment of woman in a male dominate society but i have serious doubt that either m.tourneur or miss peter have any such concept in their head at the time it be an excitingentertaining family film with absolutely no pretensionshidden meaning or alternative agenda.it be fun m.louis jourdan be both winsome and treacherous a her love interest mr herbert chapman be wise and philosophical a the wise and philosophical doctor.mr james robertson justice be just a tad unbelievable a the bosun but it be miss peter who stay in the memory.wilfully adolescentilliteratetough but vulnerablewonderfully agileand ultimatelycourageousshe be everybodys idea of a lady pirate there be a definite window of opportunity for her in feisty costume role that she do not choose to seize it be a matter of some regret,positive
i have never see a film by john cassavetes up until two year ago when i first saw the killing of a chinese bookie in a berlin cinema which i find interest to put it diplomatically but not so special i instantly want to see more of his work since then i tried with an emphasis on tried watch his other work shadow in particular i must admit it take me a a while before i actually enjoy the film at first the unpolished raw and improvised way cassavetes it be shoot put me off somewhat and i thought of it a an original absolutely but flaw and dated experiment but now upon review these little imperfection make it look so fresh even today.shot on a minimal budget of with a skeleton six person crew shadow offer an observation of the tension and life of three sibling in an africanamerican family in which two of the three sibling ben ben carruthers and lelia lelia goldoni be lightskinned and able to pass for white cassavetes demand that the actor retain their real name to reflect the actual conflict within the group but saw the film a be concern with human problem a oppose imply to racial one cassavetes shoot the film in ten minute take and jag edit a reaction against seamless hollywood production value cassavetes main inspiration at least in the cinematic style the film be shoot be the italian neorealists whilst also profess admiration for welles pioneer spirit the use of amateur and improvisation might resemble some of the italian neorealist director but with his bebop score by charles mingus an shafi hadi the film feel very different very american unlike anything make before really the song with the feathered girl i feel like a lollypop or something feel like light year back to me ancient history but no matter how date it might look it still make a delightful time capsule of late fifty new york today i think it this be one of the first film make aspire filmmaker realize they could shoot an independent film without hollywood improvise and without a real budget seymour cassel who act and be involve in shadow claim it be jules dassins the naked city that be the first and inspire them all but i think this be the one that really open the eye of aspire independent american filmmakers.camera obscura,positive
base on an actual story john boorman show the struggle of an american doctor whose husband and son be murder and she be continually plague with her loss a holiday to burma with her sister seem like a good idea to get away from it all but when her passport be steal in rangoon she could not leave the country with her sister and be force to stay back until she could get i.d paper from the american embassy to fill in a day before she could fly out she take a trip into the countryside with a tour guide i try find something in those stone statue but nothing stir in me i be stone myself suddenly all hell oke loose and she be catch in a political revolt just when it look like she have escape and safely board a train she saw her tour guide get beat and shoot in a split second she decide to jump from the move train and try to rescue him with no thought of herself continually her life be in danger here be a woman who demonstrate spontaneous selfless charity risk her life to save another patricia arquette be beautiful and not just to look at she have a beautiful heart this be an unforgettable story we be taught that suffer be the one promise that life always keep,positive
this pm entertainment production be lace with enough bullet to make john woo say enough already of course it isnt nearly as beautiful a woo can deliver but it get the exploitive job do in minute eric phillips don wilson be an undercover cop in the near future when his wife be frame for murder the governor by a team use a lookalike cyborg it be up to eric to clear her name wilson get to pull van damme duty a he play the heroic lead and his evil cyborg doppelganger why the academy fail to take notice be beyond me be a pm production there be ton of car chase explode car in the first minute and shoot out i particularly like the van that flip in midair before it even come close to touch an explode truck my other favorite bit involve a neighborhood girl come over to perfect her karate in don simulator it be merely a chance to show off some cheapo lawnmower man effect circa,positive
shallow grave begin with either a tribute or a rip off of the shower scene in psycho im lean toward rip off after that it get bad and then surprisingly get well almost to the point of be original bad acting and amateurish directing bog down a fairly interesting little story but the film already surpass many in the yankee come down south to get kill by a bunch of redneck genre because it be actually shoot in the south.a group of college girl head to ft. lauderdale for summer vacation and be waylay in georgia by a flat tire after get off the main road note to yankee stay on the highway when you go to florida sue ellen lisa stahl have to pee so she head into the wood when she finally find a good spot to do her business she witness the local sheriff tony march strangle his mistress merry rozelle to death note to yankee do not wander off into the wood when in the south not because you might witness a murder but you may run across a marijuana plantation this be the point where the story not the movie actually come close to be good.while tony march will never have to practice his oscar speech his sheriff dean become a creepy facsimile of a normal guy tear by what he have do and what he must do tom law be likable a deputy scott and be as authentic a southern deputy a ive see since walton goggins deputy steve naish in house of corpses.a few scene in the movie be worth the mention the girl stop at a bbq in south carolina and display their racism when a big black guy check them out sue ellen run into a barn to hide behind some hay bale and in a shockingly realistic moment a large snake be hide in the hay with her.and in the strange scene sheriff dean make like he about to rape patty carol cadby and tell her to take off her clothes dean have turn the radio up to drown out the noise of what hes about to do the preacher on the radio need to go back and read his bible his sermon be about how jezebel be save by the blood of jesus christ i feel sorry for this preacher flock jezebel be in the old testament a few thousand year before christ be bear and by no mean be she one of the five people you be go to meet in heaven,negative
although this film have have a lot of praise i personally find it bore there be some nice brasilian sunset and the character be believable but the story of how they interrelate even if very unusual by our standard be not interesting enough to sustain a movie this long the central woman take up with one man after another in a close knit way and put the interest of her child first a the tolerance of the various men be stretch we see their character develop the story unfold with dignity and aid by excellent act it be a rare glimpse into the brasilian hinterland far from the city but hardly exciting enough to keep one eye open for,positive
no mention if ann river siddons adapt the material for the house next door from her s novel of the same title or someone else do it this lifetimelike movie be direct by canadian director jeff woolnough have read the book a long time ago we decide to take a chance when the film show on a cable version of what be clearly a movie make for television you know that when the critical moment precede the commercial which of course one cant find in this version we watched.the films star be lara flynn boyle who sport a new look that throw this viewer a curve because of the cosmetic transformation this actress have go through from the new eyeows to other part of her body ms. boyle be hardly recognizable a col kennedy the character at the center of the mystery this be not one of the actress well moment in front of the camera that go for the rest of the mainly canadian actor that deserve better.the film have a feeling of a cross between desperate houswives with the stepford wife and other good know feature combine with a mild dose of creepiness the best thing about the movie be the house which serve a the setting,positive
meticulously construct and perfectly play to the end of the earth be a simply astonishing voyage out of our reality and into another age.based on william golding trilogy these three minute film chronicle the journey towards both australia and experience of youthful aristocrat edmund talbot benedict cumberbatch aboard an age man o war in the early th century a he head for a government position down under.among the crew and hopeful emigrant share his passage be a tempestuous bullying captain jar harris a politically radical philosopher sam neill a canny st lieutenant who work his way up from the bottom jamie sif and fleetingly the first ush of love in the form of a beautiful young woman joanne page whose ship literally pass in the night.quite aside from the astonishing degree of physical historic accuracy director david attwood and screenwriter tony basgallop and leigh jackson have a canny eye and ear for the manner and stiff etiquette of an early time craft a totally convincing microcosm of the napoleonic era.shipboard life be one utal monotonous round of seasickness squalor and danger after another and a edmund become entangle in the love hope and misery of his fellow passenger he experience a delirious whirl of lifes hardship man inhumanity and his noble sentiments.those who enjoy master and commander the far side of the world or patrick obrians series of novel on which it be base will love this â– for everyone else it a whole new world to discover,positive
wow this be really not that good i would like to agree with the others in that at least the acting be good ... it be but it be nothing special.the movie be so precictable and i for one be sick of receive culture info through movie,negative
i have to point out before you read this review that in no way be this a statement against iranian people ... if you really want to read something into it than hopefully you see that im against politician in general ... but if youre look to be offend ... i cant help you not in iran a this movie be ban there see imdb trivia for this movie which be a shame because the movie be great would it not be for grbavica this movie would have win at the international film festival in berlin.rightfully so it be the runnerup or second place if you will why because it be a movie about oppression it not even that this be a complete woman issue it be about the government try to keep the people down an analogy so clear that the government felt the need to ban the movie but by ban it nothing be resolve and/or can they make this movie disappear another reviewer have a great summary line comedy about a tragedy that sum it up pretty well,neutral
i know little or nothing about astronomy but nevertheless i be at first a little sceptical about the plot of this movie it follow three child that be all bear during a solar eclipse and so have no emotion and thus naturally become ruthless serial killer the plot do sound ridiculous at first but once you realise that a solar eclipse block out saturn and a you know saturn be the emotion planet it all fall into place make complete sense and it then that you know you arent simply watch another silly s slasher with a pea ain plot thank god for that seriously though bloody birthday be base on a ridiculous premise but it more than make up for that with it originality have a bunch of kid go round slaughter people may not be the most ingenious masterstroke ever see in cinema but when give the choice between this and another dull friday the th clone i know what id choose.also help the film out of the hole that some people would think it silly plot dug it into be the fact that it extremely entertaining many slasher become formulaic far too quickly and the audience end up watch simply to see some gore this film however keep itself go with some great creepy performance from the kid which hark back to creepy kid classic such a village of the damn a constant stream of sick humour and a small but impressive for the type of film dose of suspense and tension one thing that i like a lot about this movie be the vast array of weaponry there nothing bad than a slasher where the killer use the same weapon over and over again cough halloween cough but thats not the case here a bloody birthday find room for everything from skip rope to bow and arrows there wasnt any room for a chainsaw which be a huge shame but i suppose not every film can have a chainsaw in it,negative
after many many year i saw again this beautiful love story think about how would i half a century after react to a film which make so many girl cry and sigh at that time when i be just an male adolescent try to understand woman behavior in a small city in brazil.this time however what catch my attention in the film be something very different namely the insistence with which the physician dr. han suyin jennifer jones make clear to the journalist mark elliott william holden her special ethically condition a an eurasian in fact she be constantly put emphasis on this point in their relationship repeat she be willing to assume her love for him and carry it on in a occidental way provide that by do so she be not betray her chinese side it seem to the spectator that suyin be eagerly make effort to establish a very subtle conciliation between those two unstable and opposite aspect of her culture for they will immediately engage in overt conflict in her mind at a minimum failure in her attempt to control them.therefore suyins attitude always leave poor elliott â– a determine ave and extremely practical man â– anxious and perplexed without know how much importance to give to her word for him whose love for her be plain and simple the situation be totally clear if we love each other let u make a couple and begin immediately a life together not so fast be what she seem verbally and nonverbally to answer him all the time.in fact suyins chinese portion would never allow her such a level of pragmatism and a she go on and on reinforce this much aim equiliium between those two world inside herself she also frequently signal to him that also a very peculiar trait of chinese culture be deeply root in her mind namely the constant raid on the real world by invisible being from an spiritual or nonphysical world for suyin be always alert elliott about how dangerous be life not because of any objective and concrete threat a would be the perpetuation of the english colonialism or the eminence of a japanese invasion but due to the threat of plenty of cruel and harmful god and other mystical and mythical being over the poor fearful and vulnerable human beings.in fact it look like a whole bunch of chinese deity be permanently on the watch to make people life totally miserable because of that mother must dress their precious male baby in girl clothes so that they be not take away by jealous god everyone should always be ready to make loud noise to send the cloud away in order to avoid their cover the sight of the moon peasant be advise that they should shout loudly the rice be bad the rice be bad to protect their crop from be steal by deity and in a funeral it be recommend that the dead family be isolate from the other people by curtain so that the god dont take advantage of their sorrow and fragility.in other word suyin introduces u to a culture in which the supernatural have a real existence a if a rather disturb pantheon of malign and sadistic god be always on the verge of negatively interfere with the most banal act in anyones daily life.as the story take place in hong kong in it should be clear that china really be at that time almost a semifeudal society while the country from which elliott have come from be not yet dominate by the fierce capitalism that launch by the usa after the first oil shock in take charge of the whole world therefore at least in one aspect both side of suyins eurasian personality be still much more innocent than they would be today.a lot of history come into be since those old day a to china the main fact be that after several phase of a communist regime the country finally reach in the last two decade the condition of a very aggressive economy much more properly describe a state capitalism and what happen to that old spirituality that so much enthral suyin in hong kong in and with which she use to impress so much an impassioned elliott under that tree on the hill behind the hospital it be go completely go in ief if that story take place today elliott would not find it necessary to go to china to propose to suyin in the presence of the third uncle and her entire family in fact both men would now be incomparably closer to one another in their huge pragmatism talk business a usual,negative
first and foremost i would like to say that before i watch this film i consider myself an accept individual someone that care about others appreciate others found no/barely any judgment against other people and this film have i think change my life or viewpoint dramatically when i watch it i didnt know particularly what it be about i know it be about some type of forbidden relationship but other then that i be clueless and a i begin to see what be take place between these two wonderfully depicted character i be in shock disbelief confusion and surprise the first time i watch it i be blind blind to their love to their intimacy to their connection to their pureness a human being to their relationship i watch it a second time because i finally figure out how hypocritical i be be say to myself and others oh i accept all type of people and try not to judge them while still judge this wonderful and amazingly insightful story because of my fear i suppose the second time i watch this film i open those eye of mine that have stay close the first time and really look not at the type of taboo relationship part that id hear about all my life but simply at two human being in love and i love it i love the storyline i love the slightly oken yet strong individual people in the film i love the sharing of feeling and i love the strong bond create it be a really eye open beautifully do film that make me cry at time and i hope that people who read this and be go to watch the film eventually remember that everyone deserve love no matter what shape or form it be present in ....,positive
zzzzzzzzzzzzzzzzzz if imdb would allow oneword review thats what mine would be this film be originally intend only for kid and it would seem to be very tough go for adult or old kid to watch the film the sing the story everything be dull and wash outjust like this public domain print like other comedy team film with root in traditional kid story such a the awful snow white and the three stooge and the overrated babe in toyland this movie have limit appeal and just doesnt age well now that i think about it i seriously doubt that many kid nowadays would even find this film enjoyable so my advice be dont watch this film if you must watch an abbott and costello film almost any other one of their film except for a c go to mar would be an improvement,neutral
once in a while a movie will sweep along that stun you draw you in awe you and in the end leave you with a renew belief in the human race from the artistry form this be not it this be an action movie that lack convince action it stink rent something else,negative
hard to imagine this film be base on a true story and how christy manage to accomplish the miracle be so heartstirring daniel daylewis be a chameleon really hard to imagine how much effort he have do to create this disabled character watch him on screen be a shocking and eathtaking experience.the movie be not so pessimistic a i think before the story be kinda ight and intriguing christy be not despise by the normal his life be also colorful and delightful although we can be aware of the loneliness and the painful fetter through his eyes.one important factor of christys success be his mother support which seem to be more touching and the unknown actress brenda fricker also deserve her oscar award for this role this fat little middleaged woman use her all to make christys dream come true so lucky for christy and hugh oconor be also excellent a young christy what a performance for a child the love story of christy be very welldone trustful christy want love and nothing can derive him of the right to love his crush on the beautiful dr. eileen cole surprisingly play by fiona shaw i be deeply impressed with her role in harry potter series the loathsome aunt petunia so her appearance in this role be really beyond my mind but anyway any woman have her own youth ... be paranoiac and offensive i do have sympathy for him love be a twoedged sword happiness and agony be just next to each other.btw jim sheridan work be all good in america the boxer etc except get rich or die try god know why he choose to direct that crap really a career taint for him what a pity,positive
im stun that the reviewer imdb give this tv film a a high a rating a they do it an innocuous sweet uncomplicated clichã© of a film that have two big name from the past in it both of whom do a decent job but this film reek of the low budget work we can see any day of week on the less cable channel i like a good romance as well a anyone but a my wife and i be watch thisand before we saw the ratingwe say there be people who be go to rate this film too highly simply because there nothing in it to challenge their ains their faith their comfort level or their cultural preference it possible to make a good film like that and away from her be an example but this be amateur hour there be some quite good film rat much low than this one truly another in a long line of woefully inadequate holiday film watch the family stone it mile ahead of this schlock,positive
do a title search on randolph scott and trail street be the one film miss from the list youve see one of film scott make at rko during his prime the others be always easy to get liberal kansa be just southwest of dodge city and be a powderkeg about to explode between the trailriders who drive the longhorn into trail street the town main street and the sodbuster who fee our belly itll take a strong man like bat masterson to step between the two group and ing the town to order more i wont say except that scott movie usually have just one pretty girl and this one have three randolph scott always play men you could look up to for their sense of honor courage levelheadedness and willingness to do the right thing fifty year ago parent could send their kid to a scott movie with confidence theyd learn positive value robert ryan costars in this film play a good guy for a change in real life ryan be one of the many world war ii hero who star in america movie how sad what we get these day george clooney teach our young that we ought sympathize with suicide bomber while steven spielberg teach there be no moral difference between the olympic athlete murder in in munich and the palestinian terrorist who kill them hollywood derive their moral compass from too much cocaine and too much commitment to the wacky left i wonder how all this play out in liberal kansa liberal after all be not a dirty word year ago when the city be name,positive
i go to see this one with much expectation quite unfortunately the dialogue be utterly stupid and overall the movie be far from inspire awe or interest even a child can see the miss logic to character behavior todays kid need creative story which would inspire them which would make them daydream about the event thats precisely what happen with movie like e.t and star war a decade ago how many kid imagine about become jedi knight and ignite their own lightsabers seriously dont waste your time money on this one,positive
sigh leave it to u finns to take a stupid idea blow it out of proportion and try to market it a cool lordi be a mediocre band at best and a single gimmick will get you only so far.to all you market idiot out there this be the reason for the inherent minority complex that be often encounter when finland try to export something.lordi isnt scary lordi be lame lordi be over.i want to apologize to the rest of the world for this plasticfaced idiocy sure they win the eurovision.no wait they win the eurovision thats it i rest my case,positive
after the high of darkplace it be never conceivable that holness and adobye would be able to create anything half as good a garth marengi yet i think that man to man in it own right be as good a show on the good episode a darkplace i cant argue that of the episode really arent that good but the other certainly make up for it if i have to pick great episode id go for formula driver steve pising pronounce pissing and the great garth marengi to already have a bit of understanding of the programme be a real plus a dean learner make many inside joke but even if you havent see much dean id recommend this a some of the rant he launch into be genius ie his argument with def lepord over their name all in all a great show which just miss full mark because of the couple of less funny episode,positive
i saw this movie in a theater while on vacation in pablo co. i have just quit my biomedical engineering job at a hospital i consider the script to be a exaggeration of the real type of stuff that go on in hospital the idiot that put it down on production value dont get the point and probably have never be hospitalize and never work in one for sure billy jack same era be very poorly produce but have a significant social comment and be a very good movie with a real social message.i have ever since be look for this movie this be the first site i have find where it get mention,positive
i catch this on television one day when i be young and love it in the s there be a bunch of lame comedy that try too hard to be be funny so it this be a nice surprise it one of the best comedy of the s and the definitive summer camp comedy thanks to murrarys excellent comedic performance which still stand a one of his great this be the film that really get ivan reitman notice a a director reitman prove with this movie that he be one of the most talented comedy director of all time while this film be hilarious and meatball be so bad that it fun meatball and meatball be absolutely dreadful recommend for those who enjoy stripe and ghostbusters,positive
the film design seem to be the alpha and omega of some of the major issue in this country u.s. we see relationship all over at the university set for the film befittingly the obvious of student v.s teacher be present but what the film add to it value be it other relationship male v.s female white v.s black and the individual v.s society but most important of all and in direct relation to all of the other relationship be the individual v.s himself i be amaze at how bilateral a point of view the director give to show the race relation on campus most film typically show the injustice of one side while show the suffering of the other this film show the injustice and suffering of both side it do not attempt to show how either be right although i would say the skin head be show a much crueler and vindictive quite obvious towards the end the film also discuss sex and rape it be ironically this injustice that in some way ings the two race together for a time lawrence fishburne do an overthetop performance a the sagacious profesor phipps he crumble the idea of race favortism and instead show the parallelism of the lazy and downtrodden with the industrious and positive other star that make this film be omar epps ice cube and jennifer connelly michael rapaport give an excellent portrayal of a confused youth with misplaced anger who be look for acceptance tyra bank make her film debut and prove supermodel can act.higher learn get it name in show college a more than go to class and get a piece of paper in fact i would say the film be almost a satire in show student interaction with each other rather than some dry book a the real education at a university it be a lifelearning process not a textual one i think youll find high learning be apropos to the important issue at many university and even life in general,negative
be rich ail elizabeth taylor court the angel of death on her island fortress in the mediterranean or be she just overreactingor more precisely overactingas usual actually both be applicable in director joseph loseys wander meander mess call boom appropriately title since temper in the lush luxurious set be nearly ready to explode richard burton climb taylor mountain uninvited she dress him in a samurais robe complete with saber though greatlooking in widescreen the picture be otherwise quite deadly a failure even liz n dickphiles should shun the star collective what the hell attitude to their lates film career reach an egomad nadir here pointless confused and maddening boom be a catastrophealthough screenwriter tennessee williams who adapt his own unsuccessful play the milk train doesnt stop here anymore be say to be quite fond of it from,negative
i cant even describe it it the bad movie ive ever see im be a nice guy when i call it movie .just another bigbudgetmadetosomeonewhodoesntliketothinkmuch.its not even scary it revolt when there be great movie that never reach the big screen and then come this ... thing to trick movie fan i guess big producer make whatever they want.just get a big producer hot chick allthough horrible actress and a ton of horror movie clichã©s and cook it for a week or so and youll get the nun.and i think bad boy be horrible,negative
the screenplay be the bad part of this film a it lurch from one premise to the next miss all the important bit that would have make a number of different story possible this film be confuse because the audience doesnt know what the story be i have no problem with the lowproduction value and the act wasnt great but this be telly so it be fine i dont mind if some scene look like they be do in one take but have such a nonsensical screenplay be completely unnecessary do any executive actually read it before fork out the cash avoid this at all costs.the prologue in particular be so poorly write it need a voiceover to fill in all the detail that have be leave out the prologue be rush it wasnt clear what be happen ie the russian revolution be reduce to some riot be happen in petersburg with the next scene be soldier arrest them i know the basic history of the revolution so i could fill in the detail those pesky communists the prologue be best ignored.this could have be a thoughtful study of a person who be confuse about who she be it set up this premise in the asylum it could then have her struggle to identify herself for the rest of the film no go the film assume she be who she say she be even though there be still no empirical evidence it set up a melodramatic romance a love so strong itll believe anything she say okay a soppy romance no because it make no sense the love interest seem like a crazed and incidentally sleazy lunatic burst out in wild gesture this also doesnt work because the film stupidly decide to tell the truth in the monologue at the end they never get married and she return to america the love story collapse despite there be plenty of love scene i be never convince of the reason that they be in love i find romcom romance more convincing despite there only be one or two scene which establish that theyve even spend any time with each other.it could have be a thrillertype thing where the film assume she be who she say she be and she struggle to prove her identity no the court case be sum up rather than deal with the bizarre voice over come back again to fill in the detail of a good film.the funny thing to consider be what really happen anna anderson be a loony who go to america and marry another loony and they do crazy thing together throughout her life she have bout of lunatic behaviour none of this in the film either theres a really annoying character in the asylum who crop up from nowhere and announce herself a a one flew over the cuckoos next/twelve monkeystype informant thankfully she vanish have ought nothing to the story,positive
lady and the tramp ii scamps adventure i think be a good movie but i think the first lady and the tramp movie be well because it be the original and i would think that the original movie compare to the sequeals be good lady and the tramp ii take off after the original but this time it junior turn lady and tramps youngster scamp always hat be treat with the thing that have to be do with him follow the rule in the house take bath all the time and take thing nice and easy scamp get angry and run away with a pack of dog that be leave off the loose scamp meet another dog call angel they both get along fine and do the thing scamp mother and father do have an italian meal spagetthi and meatball etc afterwards scamp realise that he be love by his family especial his pal which be the baby scamp come back and angel be join in the family i give this movie out of,positive
wow whats this on the video rental store shelf in front of me nothing other than a questionable sequel to mm it wasnt a very good sequel to a movie that have a very definitive end and an abundance of emotional depth far great than this movie.basically from the plot outline verbatim an american diplomat david huxley and his fiancã©e tish harrington venture into the sordid underworld of sex and pornography in budapest hungary to find out who be blackmail them with a porno video take of them with a prostitute risa the entire story be base around the various character who make up these various sex club and strip joint throughout the city the mystery be solve when in the end tish find out that the ransom money for the video and essentially later on in the story her fiancã©e which come out of her trust fund money be basically go back to her future husband a the story unfold til the bitter end.i didnt like how this have nothing to do with the original mm at all the only thing close to the original be the type of thriller that it be the fact that david end up with some kind of bondage contraption over him to keep him prisoner look like the kinky world of the first film and the fact that the entire movie have sex emblazon throughout almost every key scene otherwise it a totally different movie it make for a lousy love story even before the end be know which make the end more of a possibility because i didnt believe the word come out of david mouth the whole time but we be warn that he be a liar about most thing that might get him in trouble.there be ridiculous nude scene in most of the shock moment of the film which be try to stir emotion in the audience to cheer for tish to figure out the plot so she can leave this hellish sex debauchery i count at least ridiculously film sequence when there be nothing but sex to be show even the menu screen on the dvd be nothing but film with naked woman on it to make the dvd seem totally provocative.david be no heroic person throughout the film you could guess he be the main problem long before the end the actor who play each role be all new to me which might explain how they get so many of them to strip down to gain act respect there be plot hole how do david and richard finally impress tishs father by get the lease they want when david be so wrap up in this damn investigation to try and find a prostitute there be cheesy technology moment like the talk email program dress up like a bondage queen and a gay other character which do nothing but show how the director be try to get a joaquin phoenix knockoff to play this character the tag line feature on this profile for this video be complete bs too because it wasnt even about a last eath nobody really die but they do have a good car crash sequence that come out of nowhere ... but that be a good second long out of an hour and long movie.go rent and maybe buy the original it one of joel schumachers well and more original film it have everything well about it from this film i wouldnt recommend see this unless you want to compare apple to orange,negative
